run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
627,3.04,1.01,4.64,1.39,0.04,0.04,38,192,7,"Random: 0.5|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Defector|Tit For Tat|Win-Stay Lose-Shift"
628,4.2,2.7,5.12,3.49,0.0,0.03,45,119,13,"Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|GTFT: 0.33|Meta Winner: 11 players|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Tit For 2 Tats|Grudger|Meta Mixer: 11 players|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)"
629,5.3,2.03,5.38,3.29,0.01,0.06,44,74,22,"ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|GTFT: 0.33|Evolved FSM 16|Meta Mixer: 20 players|Suspicious Tit For Tat|Grudger|Cycler DC|Cooperator|Defector|Win-Shift Lose-Stay: D|Evolved HMM 5|Meta Winner: 20 players|Soft Joss: 0.9|Random: 0.5|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Anti Tit For Tat|Win-Stay Lose-Shift|Bully|Tit For 2 Tats|Alternator"
630,3.22,0.71,5.37,2.2,0.08,0.06,32,31,12,"Meta Mixer: 10 players|Tit For Tat|Suspicious Tit For Tat|GTFT: 0.33|Defector|Random: 0.5|Grudger|Cooperator|Evolved FSM 16|Meta Winner: 10 players|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC"
631,4.79,2.54,4.99,3.09,0.05,0.04,44,14,16,"Meta Mixer: 14 players|Random: 0.5|Evolved FSM 16|Cooperator|Meta Winner: 14 players|DoubleCrosser: (D, D)|Tit For 2 Tats|Defector|Anti Tit For Tat|Bully|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Alternator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat"
632,2.23,0.21,4.14,1.66,0.01,0.07,64,53,4,Meta Winner: 3 players|Evolved HMM 5|Anti Tit For Tat|Alternator
633,4.17,0.93,4.22,3.28,0.02,0.02,87,147,11,"ZD-GTFT-2: 0.25, 0.5|Grudger|Tit For Tat|Cycler DC|Alternator|GTFT: 0.33|Evolved FSM 16|Bully|Tit For 2 Tats|Suspicious Tit For Tat|Cooperator"
634,3.01,0.91,4.49,1.49,0.09,0.09,45,28,3,Tit For Tat|Meta Winner: 2 players|Win-Stay Lose-Shift
635,4.47,1.76,4.87,3.95,0.02,0.08,62,183,17,"Soft Joss: 0.9|Cycler DC|Tit For 2 Tats|Evolved FSM 16|Alternator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Meta Winner: 15 players|GTFT: 0.33|Tit For Tat|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Cooperator|Meta Mixer: 15 players"
636,4.71,1.21,5.23,3.25,0.07,0.06,99,175,15,"Defector|Tit For 2 Tats|Suspicious Tit For Tat|Evolved FSM 16|GTFT: 0.33|Grudger|Meta Mixer: 14 players|Cycler DC|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|DoubleCrosser: (D, D)|Evolved HMM 5|Tit For Tat|Alternator"
637,2.89,0.78,4.04,1.84,0.04,0.03,44,94,11,"Random: 0.5|Defector|Meta Mixer: 9 players|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Alternator|Meta Winner: 9 players|Evolved FSM 16"
638,2.48,0.33,4.1,2.05,0.06,0.06,42,21,19,"Win-Shift Lose-Stay: D|Soft Joss: 0.9|Cycler DC|Win-Stay Lose-Shift|Evolved FSM 16|DoubleCrosser: (D, D)|Meta Winner: 17 players|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Cooperator|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 17 players|Random: 0.5|Anti Tit For Tat|Tit For Tat|Alternator|GTFT: 0.33|Defector"
639,4.47,3.49,5.15,4.03,0.07,0.03,70,109,8,"Tit For Tat|Alternator|Suspicious Tit For Tat|Bully|Evolved HMM 5|Cooperator|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)"
640,3.91,1.81,5.57,3.27,0.04,0.02,78,48,10,"Alternator|GTFT: 0.33|Defector|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 9 players|Anti Tit For Tat|Suspicious Tit For Tat|Bully|DoubleCrosser: (D, D)"
641,4.33,1.29,4.92,3.26,0.05,0.04,77,120,19,"Grudger|Evolved FSM 16|Evolved HMM 5|Tit For 2 Tats|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Bully|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Soft Joss: 0.9|Alternator|Cooperator|Anti Tit For Tat|Defector|Suspicious Tit For Tat|Meta Winner: 18 players|GTFT: 0.33|Win-Stay Lose-Shift"
642,2.83,0.51,4.77,1.04,0.08,0.02,91,193,7,Soft Joss: 0.9|Evolved HMM 5|Cycler DC|Win-Stay Lose-Shift|Tit For 2 Tats|Tit For Tat|Evolved FSM 16
643,2.46,0.8,4.03,1.64,0.05,0.05,36,119,7,"DoubleCrosser: (D, D)|Anti Tit For Tat|Tit For Tat|Cycler DC|Cooperator|Win-Stay Lose-Shift|Grudger"
644,2.98,1.16,4.11,1.77,0.04,0.06,55,132,20,"Random: 0.5|Anti Tit For Tat|Meta Winner: 18 players|Bully|Grudger|GTFT: 0.33|Suspicious Tit For Tat|Cycler DC|Win-Shift Lose-Stay: D|Evolved HMM 5|Alternator|Meta Mixer: 18 players|Tit For 2 Tats|DoubleCrosser: (D, D)|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift"
645,3.82,1.62,4.76,2.24,0.03,0.01,35,24,22,"Tit For 2 Tats|Win-Shift Lose-Stay: D|Meta Winner: 20 players|Tit For Tat|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Alternator|Bully|Cooperator|Suspicious Tit For Tat|Random: 0.5|Evolved FSM 16|Grudger|DoubleCrosser: (D, D)|GTFT: 0.33|Cycler DC|Defector|Evolved HMM 5|Soft Joss: 0.9|Meta Mixer: 20 players|ZD-Extort-2: 0.1111111111111111, 0.5"
646,4.23,1.03,4.44,1.53,0.01,0.07,53,158,14,"Random: 0.5|Win-Shift Lose-Stay: D|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 12 players|Bully|Meta Winner: 12 players|Tit For 2 Tats|Win-Stay Lose-Shift|Soft Joss: 0.9|Cycler DC"
647,4.81,1.57,5.61,1.93,0.04,0.03,75,77,18,"Tit For 2 Tats|Anti Tit For Tat|Evolved HMM 5|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Cooperator|Cycler DC|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 16 players|DoubleCrosser: (D, D)|Grudger|Tit For Tat|Bully|Meta Mixer: 16 players|Defector|Random: 0.5|Suspicious Tit For Tat"
648,4.03,0.75,4.73,2.27,0.01,0.02,71,170,5,"GTFT: 0.33|Anti Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats|Cycler DC"
649,4.77,0.84,4.83,2.26,0.03,0.05,72,102,21,"Suspicious Tit For Tat|Tit For 2 Tats|DoubleCrosser: (D, D)|Tit For Tat|Win-Stay Lose-Shift|Evolved HMM 5|Defector|Random: 0.5|Bully|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Meta Mixer: 19 players|Meta Winner: 19 players|Anti Tit For Tat|Win-Shift Lose-Stay: D|Alternator|GTFT: 0.33|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|Cooperator"
650,4.23,1.49,4.27,2.18,0.08,0.04,83,23,4,Defector|Win-Stay Lose-Shift|GTFT: 0.33|Cooperator
651,3.21,1.95,4.08,3.18,0.08,0.02,31,101,18,"Cooperator|Win-Shift Lose-Stay: D|Evolved HMM 5|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Tit For Tat|Random: 0.5|Cycler DC|Soft Joss: 0.9|Meta Mixer: 16 players|DoubleCrosser: (D, D)|Meta Winner: 16 players|GTFT: 0.33|Tit For 2 Tats"
652,4.75,1.2,5.39,2.35,0.03,0.07,61,108,10,"Win-Stay Lose-Shift|GTFT: 0.33|Suspicious Tit For Tat|Tit For Tat|Soft Joss: 0.9|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5"
653,5.1,1.92,5.29,3.26,0.09,0.02,70,168,4,Grudger|Defector|Tit For 2 Tats|Suspicious Tit For Tat
654,4.26,2.43,4.78,2.51,0.08,0.09,67,35,13,"DoubleCrosser: (D, D)|GTFT: 0.33|Evolved HMM 5|Defector|Alternator|Evolved FSM 16|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Anti Tit For Tat|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|ZD-GTFT-2: 0.25, 0.5"
655,4.75,1.98,5.81,2.57,0.06,0.07,88,96,13,"Alternator|Cooperator|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Defector|GTFT: 0.33|DoubleCrosser: (D, D)|Grudger|Win-Shift Lose-Stay: D|Evolved FSM 16"
656,4.72,2.88,5.06,4.7,0.06,0.04,15,117,21,"ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Meta Winner: 19 players|Soft Joss: 0.9|Anti Tit For Tat|Meta Mixer: 19 players|GTFT: 0.33|Alternator|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5|Evolved FSM 16|Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats|Cycler DC|Win-Shift Lose-Stay: D|Grudger|Bully|Cooperator|Evolved HMM 5"
657,2.87,0.09,4.9,2.22,0.02,0.09,42,102,11,"Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Anti Tit For Tat|Evolved FSM 16|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Meta Winner: 9 players|Meta Mixer: 9 players|DoubleCrosser: (D, D)"
658,5.15,1.74,5.92,2.14,0.05,0.04,74,188,12,"Evolved FSM 16|Anti Tit For Tat|Random: 0.5|Evolved HMM 5|Suspicious Tit For Tat|Win-Stay Lose-Shift|Cooperator|DoubleCrosser: (D, D)|Meta Winner: 11 players|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|Defector"
659,3.54,0.45,4.35,1.04,0.03,0.02,71,6,6,"Cycler DC|Win-Shift Lose-Stay: D|Defector|Win-Stay Lose-Shift|Meta Mixer: 5 players|DoubleCrosser: (D, D)"
660,2.99,0.89,4.32,2.45,0.08,0.03,79,178,20,"Meta Mixer: 18 players|Bully|Meta Winner: 18 players|Cycler DC|Cooperator|Alternator|Tit For Tat|Anti Tit For Tat|Tit For 2 Tats|DoubleCrosser: (D, D)|Evolved HMM 5|Evolved FSM 16|Soft Joss: 0.9|Random: 0.5|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33"
661,3.5,0.14,4.24,1.7,0.08,0.04,59,49,20,"Win-Shift Lose-Stay: D|Alternator|Evolved FSM 16|Bully|Evolved HMM 5|Defector|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 18 players|Grudger|Tit For 2 Tats|Cooperator|Tit For Tat|Soft Joss: 0.9|Meta Mixer: 18 players|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Random: 0.5|Suspicious Tit For Tat"
662,3.57,1.75,5.24,2.51,0.1,0.07,94,200,18,"ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Tit For 2 Tats|GTFT: 0.33|Grudger|Suspicious Tit For Tat|Anti Tit For Tat|Alternator|Tit For Tat|Cooperator|Meta Mixer: 16 players|Win-Stay Lose-Shift|Defector|Meta Winner: 16 players|Evolved HMM 5|DoubleCrosser: (D, D)|Bully|Evolved FSM 16"
663,3.51,1.32,5.19,2.39,0.08,0.01,14,164,13,"Tit For Tat|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Meta Mixer: 12 players|Anti Tit For Tat|Cooperator|Alternator|Cycler DC|GTFT: 0.33|Bully|Evolved HMM 5|Suspicious Tit For Tat"
664,5.37,3.07,5.87,3.39,0.07,0.01,61,193,4,"Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Bully|Meta Winner: 3 players"
665,4.18,0.34,4.37,3.23,0.08,0.05,100,33,8,"Meta Winner: 6 players|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|DoubleCrosser: (D, D)|Alternator|Meta Mixer: 6 players|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift"
666,2.45,0.38,4.12,1.97,0.05,0.03,61,152,16,"Evolved HMM 5|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Tit For Tat|Cooperator|DoubleCrosser: (D, D)|Evolved FSM 16|GTFT: 0.33|Meta Mixer: 14 players|Meta Winner: 14 players|Alternator|Anti Tit For Tat|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Defector"
667,2.42,0.23,4.26,1.91,0.07,0.01,15,60,10,Anti Tit For Tat|Bully|Tit For 2 Tats|Cycler DC|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Cooperator|Win-Stay Lose-Shift|Alternator|GTFT: 0.33
668,3.2,0.86,4.68,1.32,0.01,0.04,62,97,19,"Meta Winner: 18 players|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Suspicious Tit For Tat|Cycler DC|Evolved HMM 5|Tit For 2 Tats|Defector|Cooperator|GTFT: 0.33|Random: 0.5|DoubleCrosser: (D, D)|Tit For Tat|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Grudger|Alternator|Bully|Evolved FSM 16"
669,4.73,1.96,4.77,3.06,0.01,0.03,57,134,11,"Cooperator|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Tit For 2 Tats|Alternator|Bully|Evolved HMM 5|Anti Tit For Tat|Meta Winner: 10 players|Cycler DC"
670,3.83,1.46,4.65,2.57,0.0,0.02,23,188,12,"DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Meta Mixer: 11 players|Evolved HMM 5|Suspicious Tit For Tat|Tit For 2 Tats|Grudger|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Win-Stay Lose-Shift|Cooperator"
671,3.87,1.04,5.52,2.42,0.06,0.07,23,145,7,"Tit For Tat|DoubleCrosser: (D, D)|Anti Tit For Tat|Suspicious Tit For Tat|Soft Joss: 0.9|Meta Mixer: 6 players|Bully"
672,4.19,1.98,4.21,2.75,0.02,0.02,57,25,4,"Win-Shift Lose-Stay: D|Alternator|Evolved HMM 5|DoubleCrosser: (D, D)"
673,2.63,0.88,4.24,1.96,0.02,0.03,40,157,6,"Bully|Win-Shift Lose-Stay: D|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Anti Tit For Tat"
674,5.2,3.04,5.46,3.06,0.08,0.09,22,23,19,"Evolved HMM 5|Tit For Tat|Meta Winner: 17 players|Win-Shift Lose-Stay: D|Alternator|DoubleCrosser: (D, D)|Grudger|Soft Joss: 0.9|Defector|Tit For 2 Tats|Meta Mixer: 17 players|Evolved FSM 16|Bully|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|GTFT: 0.33|Win-Stay Lose-Shift"
675,3.95,0.47,4.36,1.58,0.01,0.04,89,35,4,Cooperator|Suspicious Tit For Tat|Grudger|Meta Mixer: 3 players
676,4.67,1.75,5.51,4.06,0.07,0.08,30,122,15,"Alternator|Defector|Grudger|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 14 players|DoubleCrosser: (D, D)|Evolved HMM 5|Soft Joss: 0.9|Tit For 2 Tats|Bully|Cooperator|Random: 0.5|Evolved FSM 16|Suspicious Tit For Tat"
677,2.51,0.59,4.22,2.23,0.05,0.06,96,136,21,"Evolved HMM 5|GTFT: 0.33|Soft Joss: 0.9|Defector|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Win-Stay Lose-Shift|Tit For Tat|Cycler DC|Meta Winner: 19 players|Meta Mixer: 19 players|Cooperator|Tit For 2 Tats|Alternator|Anti Tit For Tat|Grudger|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)"
678,3.65,0.72,5.55,1.24,0.08,0.01,16,59,20,"Cooperator|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Tit For 2 Tats|Cycler DC|Anti Tit For Tat|Defector|Win-Shift Lose-Stay: D|Meta Winner: 18 players|Evolved HMM 5|Bully|DoubleCrosser: (D, D)|Alternator|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Meta Mixer: 18 players|Evolved FSM 16|Win-Stay Lose-Shift|Suspicious Tit For Tat"
679,3.8,0.26,4.28,2.96,0.01,0.04,64,185,20,"Bully|GTFT: 0.33|Soft Joss: 0.9|Defector|Win-Shift Lose-Stay: D|Meta Mixer: 18 players|Alternator|Random: 0.5|Tit For 2 Tats|Evolved FSM 16|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Win-Stay Lose-Shift|Anti Tit For Tat|Meta Winner: 18 players|Tit For Tat|Cycler DC|ZD-GTFT-2: 0.25, 0.5|Cooperator"
680,3.63,1.37,5.38,3.12,0.09,0.06,17,162,22,"Alternator|Cycler DC|Grudger|GTFT: 0.33|Tit For 2 Tats|Cooperator|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 20 players|DoubleCrosser: (D, D)|Bully|Anti Tit For Tat|Win-Shift Lose-Stay: D|Evolved FSM 16|Tit For Tat|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Meta Winner: 20 players|Defector|Suspicious Tit For Tat|Evolved HMM 5"
681,4.36,0.97,5.0,2.06,0.05,0.05,15,154,4,Alternator|Meta Winner: 3 players|Win-Shift Lose-Stay: D|Tit For Tat
682,3.76,0.9,4.76,1.24,0.03,0.01,58,145,6,"Tit For Tat|DoubleCrosser: (D, D)|Cycler DC|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 5 players"
683,3.35,1.5,4.34,2.71,0.0,0.05,62,54,10,"DoubleCrosser: (D, D)|Evolved FSM 16|Meta Mixer: 9 players|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Grudger|Alternator|Tit For 2 Tats|Win-Stay Lose-Shift|Evolved HMM 5"
684,2.57,0.13,4.13,1.07,0.04,0.08,25,143,19,"Alternator|Win-Shift Lose-Stay: D|Meta Mixer: 18 players|Defector|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Cooperator|Evolved FSM 16|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Grudger|Tit For 2 Tats|Anti Tit For Tat|Win-Stay Lose-Shift|Bully|Tit For Tat|Cycler DC"
685,3.8,1.87,5.45,2.81,0.03,0.03,12,63,16,"Cycler DC|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Cooperator|Win-Stay Lose-Shift|Tit For 2 Tats|Meta Winner: 15 players|Anti Tit For Tat|Tit For Tat|Alternator|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Random: 0.5|Soft Joss: 0.9"
686,4.03,2.86,4.71,3.3,0.0,0.04,39,185,14,"GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Defector|Win-Stay Lose-Shift|Suspicious Tit For Tat|Alternator|Bully|Tit For Tat|Meta Mixer: 12 players|Cycler DC|DoubleCrosser: (D, D)|Tit For 2 Tats|Meta Winner: 12 players|Win-Shift Lose-Stay: D"
687,4.57,2.57,5.15,2.8,0.08,0.07,57,62,20,"ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 18 players|Defector|Win-Shift Lose-Stay: D|GTFT: 0.33|Cycler DC|Soft Joss: 0.9|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Grudger|Alternator|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|Tit For 2 Tats|Meta Mixer: 18 players|Random: 0.5|Suspicious Tit For Tat|Evolved HMM 5|Bully|Tit For Tat"
688,3.26,2.06,4.39,2.33,0.01,0.07,28,27,5,"Cooperator|Evolved FSM 16|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5"
689,4.05,0.16,4.1,1.74,0.07,0.05,27,104,13,"Tit For Tat|Anti Tit For Tat|DoubleCrosser: (D, D)|Meta Mixer: 11 players|Bully|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Tit For 2 Tats|Defector|Suspicious Tit For Tat|Evolved HMM 5|Meta Winner: 11 players|Win-Shift Lose-Stay: D"
690,4.9,2.0,5.72,3.81,0.0,0.09,36,7,3,Evolved HMM 5|Cooperator|GTFT: 0.33
691,3.62,0.01,4.24,2.09,0.06,0.02,57,157,14,"Cycler DC|Anti Tit For Tat|Bully|Win-Stay Lose-Shift|Evolved FSM 16|Cooperator|Evolved HMM 5|Meta Mixer: 12 players|Win-Shift Lose-Stay: D|Meta Winner: 12 players|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Suspicious Tit For Tat|DoubleCrosser: (D, D)"
692,4.47,2.3,4.95,3.04,0.04,0.02,30,56,22,"Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Bully|Tit For Tat|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Defector|Meta Mixer: 20 players|Suspicious Tit For Tat|Anti Tit For Tat|Grudger|Meta Winner: 20 players|Alternator|Win-Stay Lose-Shift|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Cooperator|Evolved HMM 5|Random: 0.5|Tit For 2 Tats"
693,4.54,1.08,5.26,2.19,0.04,0.04,15,133,6,"Cooperator|Cycler DC|DoubleCrosser: (D, D)|Alternator|Anti Tit For Tat|Suspicious Tit For Tat"
694,3.7,2.45,4.8,3.21,0.04,0.07,19,83,9,"Cooperator|Defector|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|GTFT: 0.33|Grudger|Anti Tit For Tat|DoubleCrosser: (D, D)|Evolved FSM 16"
695,5.19,1.3,5.24,4.48,0.1,0.01,48,142,3,"ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Suspicious Tit For Tat"
696,3.89,0.86,4.74,1.05,0.05,0.1,84,182,5,Win-Stay Lose-Shift|Evolved HMM 5|Defector|Alternator|Soft Joss: 0.9
697,4.32,1.17,5.98,1.55,0.07,0.06,90,108,22,"Evolved HMM 5|Tit For 2 Tats|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Bully|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Meta Mixer: 20 players|Defector|Random: 0.5|Suspicious Tit For Tat|Cooperator|Meta Winner: 20 players|Tit For Tat|Cycler DC|Alternator|GTFT: 0.33|Grudger|Anti Tit For Tat|DoubleCrosser: (D, D)"
698,5.02,3.24,5.33,3.61,0.05,0.07,81,194,3,Win-Stay Lose-Shift|Alternator|Grudger
699,4.07,1.13,5.39,2.05,0.08,0.01,85,196,14,"ZD-GTFT-2: 0.25, 0.5|Cycler DC|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Bully|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Suspicious Tit For Tat|GTFT: 0.33|Anti Tit For Tat|Cooperator|Alternator|Evolved HMM 5"
700,3.37,1.25,4.53,1.57,0.03,0.05,90,11,3,Defector|Random: 0.5|Tit For Tat
701,3.34,1.32,4.0,2.2,0.09,0.04,17,30,15,"ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Bully|Evolved FSM 16|Meta Mixer: 14 players|GTFT: 0.33|Alternator|Random: 0.5|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Win-Stay Lose-Shift|Cycler DC|DoubleCrosser: (D, D)"
702,3.57,1.03,4.59,3.2,0.05,0.08,90,134,9,"Evolved HMM 5|Soft Joss: 0.9|DoubleCrosser: (D, D)|Cycler DC|Anti Tit For Tat|Grudger|Tit For Tat|GTFT: 0.33|Meta Winner: 8 players"
703,4.28,1.47,4.54,2.45,0.04,0.01,67,36,15,"DoubleCrosser: (D, D)|Cycler DC|Evolved FSM 16|Meta Mixer: 13 players|Grudger|Alternator|Bully|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 13 players|Tit For Tat|Soft Joss: 0.9|GTFT: 0.33|Tit For 2 Tats|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5"
704,4.45,0.76,4.53,1.68,0.01,0.01,50,92,8,"Suspicious Tit For Tat|Grudger|Tit For 2 Tats|Cooperator|Soft Joss: 0.9|Bully|ZD-GTFT-2: 0.25, 0.5|Alternator"
705,4.4,2.77,4.41,4.09,0.01,0.02,58,29,10,"DoubleCrosser: (D, D)|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Cycler DC|Soft Joss: 0.9|Random: 0.5|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Defector"
706,3.35,0.96,4.34,1.11,0.03,0.0,22,111,11,"Win-Stay Lose-Shift|Anti Tit For Tat|Tit For Tat|Soft Joss: 0.9|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Cooperator|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 10 players"
707,5.49,2.16,5.86,4.33,0.05,0.09,19,4,8,"Meta Mixer: 7 players|Bully|Random: 0.5|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Defector|Cooperator|GTFT: 0.33"
